Track name,Artist name,Album,Playlist name,Type,ISRC,Deezer - id
"HOOK MAN","Cochise","WHY ALWAYS ME?","Favorite Tracks","Favorite","3055578821","3055578821"
"HOUDINI","Jeune Lion","HOUDINI","Favorite Tracks","Favorite","3050562511","3050562511"
"VENDREDI À LONDRES","NeS","POUR 2 VRAI","Favorite Tracks","Favorite","2896176081","2896176081"
"S.3","Ratu$","Les miens avant les vôtres","Favorite Tracks","Favorite","3019745051","3019745051"
"Stressed Out","Kodak Black","Stressed Out","Favorite Tracks","Favorite","2747886391","2747886391"
"Bamba","Luciano","Bamba","Favorite Tracks","Favorite","1924251547","1924251547"
"TRAPLADEN","Skefre","TRAPLADEN","Favorite Tracks","Favorite","3038298511","3038298511"
"HELLCAT OU CAMARO","Jolagreen23","HELLCAT OU CAMARO","Favorite Tracks","Favorite","3013856311","3013856311"
"Malcom X","Zed","Malcom X","Favorite Tracks","Favorite","2947401311","2947401311"
"C'est nous !","Ratu$","C'est nous !","Favorite Tracks","Favorite","3001141971","3001141971"
"Dans l'évier","Jwles","Bijoux","Favorite Tracks","Favorite","3001877441","3001877441"
"main character","elyslime!","main character","Favorite Tracks","Favorite","2878531792","2878531792"
"Feel It","Azur","Feel It","Favorite Tracks","Favorite","2898202161","2898202161"
"2017","Youv Dee","2017","Favorite Tracks","Favorite","2972391681","2972391681"
"Digital","JMK$","SOUTH STORY","Favorite Tracks","Favorite","2745938041","2745938041"
"Redescend","Jwles","Redescend","Favorite Tracks","Favorite","2840274342","2840274342"
"Jackpotes 2000","113","Classics rap français, Vol. 2","Favorite Tracks","Favorite","647608582","647608582"
"Ouais gros","113","Classics rap français, Vol. 1","Favorite Tracks","Favorite","633725042","633725042"
"12HEURES MINUIT","Jolagreen23","RECHERCHE&DESTRUCTION","Favorite Tracks","Favorite","2560314112","2560314112"
"Timeless","The Weeknd","Timeless","Favorite Tracks","Favorite","3014557461","3014557461"
"PAULETA","Yvnnis","PAULETA","Favorite Tracks","Favorite","2987966861","2987966861"
"R-301","TRYM","R-301","Favorite Tracks","Favorite","2761745621","2761745621"
"FOREVER","Khali","FOREVER","Favorite Tracks","Favorite","3003535141","3003535141"
"KHALI IL SAIT","Khali","KHALI IL SAIT","Favorite Tracks","Favorite","2989417421","2989417421"
"Jour et nuit","Guy2bezbar","COCO JOJO","Favorite Tracks","Favorite","1686960587","1686960587"
"Monaco","Guy2bezbar","Monaco","Favorite Tracks","Favorite","2872998762","2872998762"
"NO U!","Deetranada","NO U!","Favorite Tracks","Favorite","3000037111","3000037111"
"CRAZY H*ES","Eem Triplin","CRAZY H*ES","Favorite Tracks","Favorite","2980108321","2980108321"
"AYE SAY GANG","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595711","2999595711"
"OATH","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595691","2999595691"
"MADE MY HOE FAINT","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595671","2999595671"
"SURFING A TSUNAMI","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595661","2999595661"
"SOUTH OF FRANCE","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595651","2999595651"
"BRAZZIER","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595641","2999595641"
"MJ","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595631","2999595631"
"PRESS THE BUTTON","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595621","2999595621"
"OCEAN","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595611","2999595611"
"TOO FAST","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595601","2999595601"
"PLUTOSKI","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595591","2999595591"
"READY TO COOK UP","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595581","2999595581"
"SKI","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595571","2999595571"
"LIL DEMON","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595561","2999595561"
"TEFLON DON","Future","MIXTAPE PLUTO","Favorite Tracks","Favorite","2999595551","2999595551"
"NEVER LAST","Lil Tecca","PLAN A","Favorite Tracks","Favorite","2992523681","2992523681"
"NUMBER 2","Lil Tecca","PLAN A","Favorite Tracks","Favorite","2992523671","2992523671"
"I CAN’T LET GO","Lil Tecca","PLAN A","Favorite Tracks","Favorite","2992523641","2992523641"
"120","Lil Tecca","PLAN A","Favorite Tracks","Favorite","2992523631","2992523631"
"BAD TIME","Lil Tecca","PLAN A","Favorite Tracks","Favorite","2992523621","2992523621"
"Pas pour rien","EDGE","JANVIER...","Favorite Tracks","Favorite","2986539911","2986539911"
"Diamant","EDGE","JANVIER...","Favorite Tracks","Favorite","2986539901","2986539901"
"Ohlavie","EDGE","JANVIER...","Favorite Tracks","Favorite","2986539881","2986539881"
"Gold Blooded","EDGE","JANVIER...","Favorite Tracks","Favorite","2986539861","2986539861"
"DERNIÈRE DANSE","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573571","3000573571"
"FORMIDABLE","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573511","3000573511"
"MANON B","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573501","3000573501"
"PLAISIR NOCIF","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573481","3000573481"
"PING PONG","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573491","3000573491"
"PSYCHOLOGIQUE","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573471","3000573471"
"CABREL","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573441","3000573441"
"PONA NINI","Tiakola","BDLM VOL.1","Favorite Tracks","Favorite","3000573421","3000573421"
"TASTE","Lil Tecca","PLAN A","Favorite Tracks","Favorite","2992523611","2992523611"
"Be Mine","Eli Sostre","Funtime, USA","Favorite Tracks","Favorite","2981290621","2981290621"
"Marcy Baby","Eli Sostre","Funtime, USA","Favorite Tracks","Favorite","2981290601","2981290601"
"Other Way","Eli Sostre","Funtime, USA","Favorite Tracks","Favorite","2981290591","2981290591"
"Marathon","DC","Marathon","Favorite Tracks","Favorite","2981314071","2981314071"
"360TrickShot - A COLORS SHOW","Jolagreen23","360TrickShot - A COLORS SHOW","Favorite Tracks","Favorite","2975163171","2975163171"
"TELL ME","Joey Bada$$","TELL ME","Favorite Tracks","Favorite","2986892681","2986892681"
"Pas pour rien","EDGE","Pas pour rien","Favorite Tracks","Favorite","2964837931","2964837931"
"Mirmillon","Norsacce Berlusconi","{ Sacce Season : Trailer }","Favorite Tracks","Favorite","2981708001","2981708001"
"Trapistan","Norsacce Berlusconi","{ Sacce Season : Trailer }","Favorite Tracks","Favorite","2981707981","2981707981"
"GO","Norsacce Berlusconi","{ Sacce Season : Trailer }","Favorite Tracks","Favorite","2981707971","2981707971"
"ROZIN","Jeune Lion","ROZIN","Favorite Tracks","Favorite","2981594961","2981594961"
"TRAPULERIE","Raplume","TRAPULERIE","Favorite Tracks","Favorite","2979089821","2979089821"
"FREE","Khali","FREE","Favorite Tracks","Favorite","2984787441","2984787441"
"179 Deli","Bas","179 Deli","Favorite Tracks","Favorite","2554996952","2554996952"
"Stealth Mode","J. Cole","Might Delete Later","Favorite Tracks","Favorite","2738348321","2738348321"
"Romeo","Jungle","Romeo","Favorite Tracks","Favorite","1942145327","1942145327"
"H.Y.B.","J. Cole","Might Delete Later","Favorite Tracks","Favorite","2738348281","2738348281"
"Onde de choc, pt. II","Osirus Jack","TSAR NOIR","Favorite Tracks","Favorite","2810339212","2810339212"
"5000L","Osirus Jack","TSAR NOIR","Favorite Tracks","Favorite","2810339192","2810339192"
"Bolo Yeung","Osirus Jack","TSAR NOIR","Favorite Tracks","Favorite","2810339182","2810339182"
"OSS","Osirus Jack","TSAR NOIR","Favorite Tracks","Favorite","2810339152","2810339152"
"Connectés","Osirus Jack","TSAR NOIR","Favorite Tracks","Favorite","2810339142","2810339142"
"Kyrie Irving","Osirus Jack","TSAR NOIR","Favorite Tracks","Favorite","2810339132","2810339132"
"Wet Dreams (feat. coop & gg)","Flo Milli","Wet Dreams (feat. coop & gg)","Favorite Tracks","Favorite","2979924631","2979924631"
"SWAG","8ruki","SWAG","Favorite Tracks","Favorite","2953465301","2953465301"
"MAUVAIS TEMPS","HIM$","MAUVAIS TEMPS","Favorite Tracks","Favorite","2980563301","2980563301"
"Ruby Rosary (feat. J. Cole)","A$AP Rocky","Ruby Rosary (feat. J. Cole)","Favorite Tracks","Favorite","2980148711","2980148711"
"Mon Bol","Jwles","Mon Bol","Favorite Tracks","Favorite","2972473101","2972473101"
"Moi","Central Cee","Moi","Favorite Tracks","Favorite","2979922931","2979922931"
"911","Ninho","911","Favorite Tracks","Favorite","2971852171","2971852171"
"4AM","Cochise","4AM","Favorite Tracks","Favorite","2970464201","2970464201"
"DISQUE D'OR","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167381","2968167381"
"G-CODE","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167361","2968167361"
"RIEN D'ORIGINAL","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167351","2968167351"
"BALENCIAGA","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167341","2968167341"
"PATIN","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167331","2968167331"
"SANS PLUG","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167321","2968167321"
"PASSPORT","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167281","2968167281"
"ETC","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167271","2968167271"
"BIGLAF","La Fève","BIGLAF","Favorite Tracks","Favorite","2968167261","2968167261"
"LION WEST","Jeune Lion","LION WEST","Favorite Tracks","Favorite","2506045711","2506045711"
"Heatin Up","Lil Baby","My Turn","Favorite Tracks","Favorite","885701672","885701672"
"BAD TIME","Lil Tecca","BAD TIME","Favorite Tracks","Favorite","2959869011","2959869011"
"Pas calé (feat. BEN.C & JMK$)","Afro S","A.N.T","Favorite Tracks","Favorite","2967701141","2967701141"
"Mirmillon","Norsacce Berlusconi","Mirmillon","Favorite Tracks","Favorite","2953006741","2953006741"
"CINÉASTE","Damso","VIEUX SONS","Favorite Tracks","Favorite","2964522361","2964522361"
"VAGABOND","Damso","VIEUX SONS","Favorite Tracks","Favorite","2964522351","2964522351"
"Studio Fit Riddim","Knucks","Studio Fit Riddim","Favorite Tracks","Favorite","2953969731","2953969731"
"Where's Your Feet?","Lord Apex","Where's Your Feet?","Favorite Tracks","Favorite","2925401791","2925401791"
"Décathlon","Ratu$","Décathlon","Favorite Tracks","Favorite","2946384471","2946384471"
"MANON B","Tiakola","MANON B","Favorite Tracks","Favorite","2964716561","2964716561"
"Tailor Swif","A$AP Rocky","Tailor Swif","Favorite Tracks","Favorite","2959223841","2959223841"
"Jimmy Fallon","ISHA","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2488027981","2488027981"
"Starting Block (feat. Isha)","Limsa D'aulnay","Logique, Pt. 2","Favorite Tracks","Favorite","1148245162","1148245162"
"Dans la tête (Bonus Track)","Limsa D'aulnay","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2756616311","2756616311"
"Clio 4","ISHA","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2756616201","2756616201"
"Lotissement","ISHA","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2756616231","2756616231"
"Le plan B","ISHA","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2488027961","2488027961"
"Le plan A","ISHA","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2488027951","2488027951"
"ASB","Limsa D'aulnay","Logique, Pt. 2","Favorite Tracks","Favorite","1148245152","1148245152"
"Le chant des cigales","ISHA","Bitume Caviar (Vol.1)","Favorite Tracks","Favorite","2488027921","2488027921"
"Planètes (interlude)","Sto","Time Out (Vol. 1)","Favorite Tracks","Favorite","2021912767","2021912767"
"HOODTRAP FLOW #FromTheBlock","Sto","HOODTRAP FLOW #FromTheBlock","Favorite Tracks","Favorite","2814406342","2814406342"
"Jersey Drill #5","Sto","Jersey Drill #5","Favorite Tracks","Favorite","2200775787","2200775787"
"Basquiat","Georgio","Années Sauvages Part. 2","Favorite Tracks","Favorite","2502711581","2502711581"
"Il existe un endroit","Bekar","Plus fort.","Favorite Tracks","Favorite","2679793462","2679793462"
"MR. SANDMAN","Oppidan","MR. SANDMAN","Favorite Tracks","Favorite","2596522642","2596522642"
"Audrey Kelly","Free-B","Audrey Kelly","Favorite Tracks","Favorite","2959338181","2959338181"
"3x FILTRÉ SKUNK","Cinco","PREACH SUMMER","Favorite Tracks","Favorite","2946285581","2946285581"
"PTSD","Cinco","PREACH SUMMER","Favorite Tracks","Favorite","2946285571","2946285571"
"TICKET","Cinco","PREACH SUMMER","Favorite Tracks","Favorite","2946285551","2946285551"
"LOCATION","Cinco","PREACH SUMMER","Favorite Tracks","Favorite","2946285531","2946285531"
"QVP","Cinco","PREACH SUMMER","Favorite Tracks","Favorite","2946285521","2946285521"
"BACC (Bonus)","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903341","2955903341"
"Basement Freestyle","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903311","2955903311"
"Backyard","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903321","2955903321"
"Sloppy Toppy (feat. Migos & Peewee Longway)","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903301","2955903301"
"Zombies","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903291","2955903291"
"Skyfall (feat. Young Thug)","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903281","2955903281"
"Quintana Pt. 2","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903251","2955903251"
"Don't Play (feat. The 1975 & Big Sean)","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903271","2955903271"
"Drugs You Should Try It","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903261","2955903261"
"Mamacita (feat. Rich Homie Quan & Young Thug)","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903241","2955903241"
"Days Before Rodeo: The Prayer","Travis Scott","DAYS BEFORE RODEO","Favorite Tracks","Favorite","2955903231","2955903231"
"Bolide Noir","Central Cee","Bolide Noir","Favorite Tracks","Favorite","2957472191","2957472191"
"20 Benz","Lost","20 Benz","Favorite Tracks","Favorite","2906844441","2906844441"
"222","Jeune Lion","BEFORE BABYLONE BURNT","Favorite Tracks","Favorite","2506045111","2506045111"
"4MATIC ECT","Zeu","WATERGATE: SCANDAL","Favorite Tracks","Favorite","2871358442","2871358442"
"CAPTAIN TSUBASA","Zeu","WATERGATE: SCANDAL","Favorite Tracks","Favorite","2871358332","2871358332"
"1 STEP","Zeu","WATERGATE: SCANDAL","Favorite Tracks","Favorite","2871358502","2871358502"
"JACK HARLOW","Zeu","WATERGATE: SCANDAL","Favorite Tracks","Favorite","2871358452","2871358452"
"ONYX","Zeu","WATERGATE: SCANDAL","Favorite Tracks","Favorite","2871358342","2871358342"
"Poésie du cœur","morphée.","Etincelle","Favorite Tracks","Favorite","2054181527","2054181527"
"Trapistan","Norsacce Berlusconi","Trapistan","Favorite Tracks","Favorite","2934362781","2934362781"
"Narcs","Lil Baby","Harder Than Hard","Favorite Tracks","Favorite","397128232","397128232"
"Signatune (Thomas Bangalter Edit)","DJ Mehdi","Lucky Boy At Night","Favorite Tracks","Favorite","515837262","515837262"
"TASTE","Lil Tecca","TASTE","Favorite Tracks","Favorite","2937814611","2937814611"
"FIJI (feat. Cruza)","Eem Triplin","FIJI (feat. Cruza)","Favorite Tracks","Favorite","2925561411","2925561411"
"En attendant Solitaire","Raplume","En attendant Solitaire","Favorite Tracks","Favorite","2930088521","2930088521"
"pas pour la presse","63OG","MPM","Favorite Tracks","Favorite","2878638312","2878638312"
"ceo/prettyboy (feat. 8ruki)","63OG","MPM","Favorite Tracks","Favorite","2878638302","2878638302"
"naomi","63OG","MPM","Favorite Tracks","Favorite","2878638292","2878638292"
"willy (feat. Keeqaid)","63OG","MPM","Favorite Tracks","Favorite","2878638282","2878638282"
"jette le","63OG","MPM","Favorite Tracks","Favorite","2878638242","2878638242"
"9 (feat. Sherifflazone)","63OG","MPM","Favorite Tracks","Favorite","2878638232","2878638232"
"cream soda lean","63OG","MPM","Favorite Tracks","Favorite","2878638212","2878638212"
"cé pour les (feat. 63KLUF)","63OG","MPM","Favorite Tracks","Favorite","2878638222","2878638222"
"betadine","63OG","MPM","Favorite Tracks","Favorite","2878638202","2878638202"
"HIGHJACK","A$AP Rocky","HIGHJACK","Favorite Tracks","Favorite","2927606311","2927606311"
"2assiettes","LUVBFK","WHAT???","Favorite Tracks","Favorite","2869094292","2869094292"
"skat music","LUVBFK","WHAT???","Favorite Tracks","Favorite","2869094282","2869094282"
"Subtle Memories","Cousin Stizz","GABOS (Game Ain't Based on Sympathy)","Favorite Tracks","Favorite","2900599101","2900599101"
"Swear It","Cousin Stizz","GABOS (Game Ain't Based on Sympathy)","Favorite Tracks","Favorite","2900599091","2900599091"
"Fixture","Cousin Stizz","GABOS (Game Ain't Based on Sympathy)","Favorite Tracks","Favorite","2900599081","2900599081"
"Gen Z Luv","Central Cee","Gen Z Luv","Favorite Tracks","Favorite","2912177881","2912177881"
"Nokia","Cousin Stizz","GABOS (Game Ain't Based on Sympathy)","Favorite Tracks","Favorite","2900599051","2900599051"
"HEADPOP","Sadandsolo","HEADPOP / W","Favorite Tracks","Favorite","2873403332","2873403332"
"We Alive","Jeune Morty","We Alive","Favorite Tracks","Favorite","2895388851","2895388851"
"SIN MIEDO","JPEGMAFIA","SIN MIEDO","Favorite Tracks","Favorite","2887915932","2887915932"
"J’crois qu’ils ont pas compris","Leto","Capitaine fait de l'art","Favorite Tracks","Favorite","2888953642","2888953642"
"Dior et de l'or","Guy2bezbar","Maison Blanche","Favorite Tracks","Favorite","2883024992","2883024992"
"CALMEZ-VOUS","1PLIKÉ140","CALMEZ-VOUS","Favorite Tracks","Favorite","2878033182","2878033182"
"J'brille","Keeqaid","PARTICIPE","Favorite Tracks","Favorite","2830894702","2830894702"
"Up Next !","Unfamouslouie","Forever Unfamous","Favorite Tracks","Favorite","2064660937","2064660937"
"Abeille","Sherifflazone","J'fais ça ici / Abeille","Favorite Tracks","Favorite","2871615372","2871615372"
"Tout seul","Cinco","Preach Drill","Favorite Tracks","Favorite","1421192452","1421192452"
"Booska preach","Cinco","Preach Drill","Favorite Tracks","Favorite","1421192422","1421192422"
"Likelemba","DMC SOUTH","Likelemba","Favorite Tracks","Favorite","2761733121","2761733121"
"Boîtes aux lettres","Cinco","Boîtes aux lettres","Favorite Tracks","Favorite","1400857802","1400857802"
"Jean Petit","Cinco","Jean Petit","Favorite Tracks","Favorite","1504032502","1504032502"
"Cincoforreal","Cinco","Told Y'all, vol. 2","Favorite Tracks","Favorite","599652072","599652072"
"Bentley vert kaki ","Cinco","Told Y'all, vol. 2","Favorite Tracks","Favorite","599652082","599652082"
"À la maison","Cinco","Told Y'all, vol. 2","Favorite Tracks","Favorite","599651992","599651992"
